user_name,product_id,category, actual_price ,rating_count
"Pratyush Pahuja,Thiyagarajan,yeses,Amazon Customer,Ajinkya,The Scarred Man,KULDEEP GUPTA,Abhishek Thapar",B08QSC1XY8,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,099 ",974
"Verified Buyer,Avishek Majumdar,Drowna roy,mahaboobali khan,Aamir,PRAHLADAN K N,Abdulkadir,raja",B008FWZGSG,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹599 ,355
"Placeholder,श्रीPKजी,Gauri salkar,aQeel,Ashish Raj Arora,Ankit,Amazon Customer,Ramamoorthy Jaykumar",B0B4HJNPV4,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,"1,075"
"Jayesh,Rajesh k.,Soopy,amazon customer,Aman,Shankar,dinesh,Chitra,Ajaybabu.O.M",B08Y1SJVV5,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹666.66 ,"24,871"
"Wraith,Krishna Engineering,Kindle Customer,Deeps,Chintada Bhaskar Rao,FH,Vasudev,Done Chandra Mouli",B07XLCFSSN,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,900 ","13,552"
"Anmol,Vani,Tejas Jha,Rishabh Gupta,Nik,Harsha,Thota Srinivas,Lokesh",B09RZS1NQT,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,576
"Abhishek Kumar,Arun prasath,Naveen,Harmit,Placeholder,Precision Engineering,Senthil Kumar B,Sasikumar madurai",B0B3MMYHYW,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹45,999 ","7,298"
"Koushal K Jain,Mathew Jibin,Jeevan,Hemanth J.,Rajiv krishna,Mohammad Thayub Pasha,MANOHAR MALTHANE,pragati",B09C6HWG18,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,999 ",462
"Shiva,Uzef,kottala samuel,Renjith,Dhivakaran,Mark,Utkarsh Tripathi,Vijay Sreekantan",B00NH11KIK,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹695 ,"1,07,687"
"Sameer Patil,TechnoLoon,Deepti Rawat,Ajay,Sagar Rastogi,Gangadhar Rao Nepa,Jaydeep,Rishi Kapoor",B09JPC82QC,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹34,999 ","27,151"
"Manav,Adarsh gupta,Sundeep,S.Sayeed Ahmed,jaspreet singh,Khaja moin,Anand,S.ARUMUGAM",B07JW1Y6XV,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,099 ","24,269"
"Paul Joe,Simon Rex P. J.,Santhosh,Rajat Singh 2,Placeholder,Jay,VARUN PANDEY,Jai Jyothir",B07KRCW6LZ,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters," ₹1,599 ","12,093"
"$@|\|TO$|-|,Sethu madhav,Akash Thakur,Burger Planet,Justice ⚖️,indrajyoti d.,Aditya Kumar,E.C.GEORGE",B09NJN8L25,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹199 ,"9,378"
"Amazon Customer,DHONDU,Saurabh,Promod George,Ramesh Haran,mram,Placeholder,SHASHANK",B07XJYYH7L,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,"9,792"
"nilesh,EAGLE,Manoj KNS,Titus P.,Paras singla,arun,Ankur Awasthi,BALASUNDHARAM B",B002PD61Y4,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters," ₹1,208 ","8,131"
"Rishav Gossain,Shashank Mallamraju,Purnendu,gunasekaran desomayananam,Anto RK,Sukrit Basak,Manoj Kumar,Sethuram.S",B014I8SSD0,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables", ₹475 ,"4,26,973"
"MONTY,Qais Makani,Rajat Shuvra Roy,Amith PJ,Dheeraj Agarwal,bragdishwaran.u,Amazon Customer,VSR",B09L8DSSFH,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹999 ,493
"Neeraj Vishwakarma,Siddharth,SD1908,Mukundha2good,manjunath h,Vidhi Nigam,Amazon Customer,Tarun Gupta",B07232M876,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹395 ,"92,595"
"Anonymous,Sugam Agrawal,Diganta Gogoi,Amazon Customer,Saigal84,Sonal ashish,Arbind Kumar,Neeraj yadav",B07P681N66,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters," ₹2,199 ","24,780"
"Neeraj Vishwakarma,Siddharth,SD1908,Mukundha2good,manjunath h,Vidhi Nigam,Amazon Customer,Tarun Gupta",B0711PVX6Z,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹500 ,"92,595"
"Arun verma,Arv,Aashna Nasta,Harshitha,Sunny Panchal,Snigdha Mallik,None_123,Ravindra J.",B082T6V3DT,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹2,100 ","8,188"
"Amazon Customer,Yousuf,Raja Laxman,Pooja Thapa,Selva Vellingiri A,Nikhil Padwal,Bipin,sandip",B07MKFNHKG,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions"," ₹12,999 ","4,003"
"Vipan Agnihotri,Hitender singh,Anuj Chauhan,Mufti Abul Hasan,Amazon Customer,MDR,Jai kumar,Rohan Wakade",B0BFWGBX61,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹349 ,314
"Jacob.,Dinesh Ahuja,Ashith,Pravin Chavhan,Anil kumar sharma (Lucky),Customer,Debashis Sengupta,Sridhar",B01N90RZ4M,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹499 ,"2,960"
"Azhar JuMan,Anirudh Sood,Hari Krishnan PS,Akash Jindal,PRADEEP,Rajesh,Divya Kothari,abhijit",B0088TKTY2,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters," ₹1,399 ","1,79,691"
"ATHARVA BONDRE,Sujitkumar Thorat,Chandrasekara rajasekara reddy,J vasanth,Placeholder,roshan,Boopathi,Rajesh",B09Q5SWVBJ,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹21,999 ","34,899"
"nisar,Pralipta Kumar Sahoo,Vimal kumar g s,Amazon Customer,Amazon Customer,Amith Kumar M,Ekant Sharma,K R S",B0B4DT8MKT,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,499 ",656
"Arun S.,Jeevan Prasad,mitesh,Tasmai Agrawal,Parvathi,Mohammadnaeem Surajwala,Suriya,Amazon Customer",B08CDKQ8T6,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹349 ,"7,064"
"Periyasamy,Madhusudhanan,S Salman palka,Sumit,Syed Amir,Arun Nihalani,Gaurav tyagi,LK",B07B275VN9,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹799 ,"2,201"
"Binu,Sabjan,Ramkapil,User,Amazon Customer,ganesh,basavaraj huggi,Mangesh Borkar",B0B15CPR37,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹47,900 ","7,109"
"pruthvi natraj,Phani,Amazon Customer,TechDevoteeIndia,Devanand S B,Anuradha Banerjee,xxxxxxxxxxxxxxxxxxxxxx,chintan",B0994GFWBH,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,"1,313"
"harpreet,Y Kiran Korneli Reddy,Kadir,SP,Mr Sab.,Rupesh Singh,Abdul Maktedar,Anshita",B01GGKZ0V6,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹845 ,"29,746"
"prateeq,Suraj Chand,viswanath Raju,Ramamoorthy,Nitesh singh,Adnan,Kailash,Chandani Dinodia",B09F9YQQ7B,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹24,999 ","45,238"
"Rishav Gossain,Shashank Mallamraju,Purnendu,gunasekaran desomayananam,Anto RK,Sukrit Basak,Manoj Kumar,Sethuram.S",B014I8SX4Y,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables"," ₹1,400 ","4,26,973"
"Thenmozhi,manish,Brajesh Jha,sushil kumar,Prasanth,Vishal Mehra,LmcX,Prashant Parkhe",B09Q8HMKZX,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹699 ,450
"ARUN KUMAR A V,Ankesh kumar pandit,Pradeep,limugha sumi,Amar,syed akrampasha,Ganesh, Tamilnadu,T Karthikeyan",B0B9XN9S3W,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions"," ₹14,990 ",457
"Prashant Pradhan,Raghavendra Shetty,Shiva prasad,James.faihriem,MANI TEJA,Christopher R,PG,Gangadhar Kotapatti",B07966M8XH,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts"," ₹2,999 ","2,727"
"Hremant,Anjaneyulu,Madhav,NOTTADRIS,Deepak,P,M.SASIKUMAR,S.Suresh",B01GGKYKQM,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹700 ,"20,053"
"Ravi Shankar,Prakash Luhariya,bhavesh sabalpara,Anup Roy,Hasibul seikh,Manoj Kumar,Amazon Customer,DEEPAK  MAZUMDAR",B0B86CDHL1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹899 ,149
"Satyanarayana,mohd irfan,Pankaj,Shirish Shivarkar,Thomas,datta DG,NB SHOP,Vijay",B0B5ZF3NRK,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹599 ,210
"prateeq,Suraj Chand,viswanath Raju,Ramamoorthy,Nitesh singh,Adnan,Kailash,Chandani Dinodia",B09RFC46VP,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹42,999 ","45,238"
"Vijayan C V,Sanjay P.,keshav,Dharemesh K.,Amazon Customer,Rajesh,Sagar Yadav,Vaibhav",B08R69VDHT,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹499 ,"7,732"
"livin sebi,Anand k.,Rahul Pandita,Fazil Mohamed,Steve,Shivasunhith,Varun Kumar,Advaid Haridas",B09RWZRCP1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,"1,780"
"Gopal krishna rout,Customer,Amazon Customer,AMAN KUMAR,Amazon Customer,Ghanshyam Hemade,Satyam Pandey,Amazon Customer",B09CMP1SC8,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹499 ,602
"Actual user,Shanti lal Gurjar,Gowthami,Amrut K.,chetan tandel,Mwnzil brahma,Amazon Customer,Karthik",B09YLXYP7Y,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹399 ,"1,423"
"Nilesh K Salvi,Amazon Customer,Wippingstone T.,Nareshkumar kangula,j.shahulhameed,martin stanly,shekha p,Paavanaarun",B09ZPM4C2C,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹30,990 ",398
"Vinay,Amazon Customer,Naveenkumar Vemula,sumit,Ajay,vivek rajpooot,drravish,8309-873146",B0B2DJDCPX,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹499 ,536
"Dharminder Singh Singha,Gnana Prasad Gopathi,arun kumar,Hariram,Santosh,vinayak,apparao saripilli,Neha Chaudhary",B0BCZCQTJX,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls"," ₹3,999 ",32
"Manav,Adarsh gupta,Sundeep,S.Sayeed Ahmed,jaspreet singh,Khaja moin,Anand,S.ARUMUGAM",B07LGT55SJ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,099 ","24,269"
"$@|\|TO$|-|,Sethu madhav,Akash Thakur,Burger Planet,Justice ⚖️,indrajyoti d.,Aditya Kumar,E.C.GEORGE",B09NKZXMWJ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹249 ,"9,378"
"Naresh Patel,Bhaskar Reddy,Vipin Thakur,Ramdas  Tryambak  shewale,Aijaz Ahmed,ankesh verma,Rakesh kumar,Devraj Nayak",B08QX1CC14,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹19,125 ",902
"𝕵𝖆𝖙𝖎𝖓 𝕮𝖍𝖆𝖉𝖍𝖆,palpandia153,Arvind,Nithyadhakshina,Basha_Neerati,shaker,Amazon Customer,D Ravi",B0974H97TJ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹799 ,"28,791"
"Sunil Funde,Biju Abraham Thomas,Samir,Rahul Sharma,Avninder Singh,Tribhuvan more,N Patel,Bhavy kachhadiya",B07GVGTSLN,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,299 ","10,576"
"Abhishek Kumar,Arun prasath,Naveen,Harmit,Placeholder,Precision Engineering,Senthil Kumar B,Sasikumar madurai",B09VCHLSJF,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹39,999 ","7,298"
"Ayush,ROHIT A.,Kedar,Haran,Santosh Ghante,KRISHNENDU,Harindra,sangamesh",B0B1YZX72F,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹40,990 ","4,703"
"Binu,Sabjan,Ramkapil,User,Amazon Customer,ganesh,basavaraj huggi,Mangesh Borkar",B092BJMT8Q,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹52,900 ","7,109"
"Nadhiyarasan,Saurabh Aggarwal,Dibya,Sai Sriya,Sayed,Bhupendra Verma,Yash suhagiya,Manuj Patel",B0BMXMLSMM,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,127
"Manav,Adarsh gupta,Sundeep,S.Sayeed Ahmed,jaspreet singh,Khaja moin,Anand,S.ARUMUGAM",B07JH1C41D,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,999 ","24,269"
"SQL,ARUN KUMAR,veer,Ravi shankar,Shivam Kumar,ramesh,Bibin,Hem Roy",B0141EZMAI,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters, ₹800 ,"10,134"
"ATHARVA BONDRE,Sujitkumar Thorat,Chandrasekara rajasekara reddy,J vasanth,Placeholder,roshan,Boopathi,Rajesh",B09Q5P2MT3,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹31,999 ","34,899"
"Omkar dhale,JD,HEMALATHA,Ajwadh a.,amar singh chouhan,Ravi Siddan,Himanshu Goel,Udaykumar",B08HDH26JX,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹699 ,"94,363"
"Vivek Ramachandran,Pavan,Rahul,Push,Yuthika Losalka,Biswas Enterprises,Akash maurya,Prem",B09VT6JKRP,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,425
"KIRAN BABU BIREDDI,gaurav kumar,srinivasa reddy t,Ram Allways,uday ghatak,M Daniel John,Amazon Customer,Amazon Customer",B09T3KB6JZ,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹40,990 ","6,659"
"Mohseen Qureshi,Karan,Pranav Anand,Muthukumar,Banda Srinivas,ONam,Sudhakar P,Ben",B093QCY6YJ,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters, ₹349 ,"1,977"
"mohamednathar,Amazon Customer,Ashwini Kansal,Gopala Krishna Reddy,Doctor eye,Anierrudh S,gaurav chikhale,Sandeep Kaushik",B093ZNQZ2Y,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹799 ,"1,079"
"kishore movva,Nithya,Balaji BG,M Shafi Bhat,pooja,Showkat,Anuj,Royal",B08LKS3LSP,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,"1,097"
"MOINUL H.,Jayendra Pai,Avinash kumar,Sreekanth,Piojeet,simam.mular,Sagar,Saumik Shashwat",B00V4BGDKU,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters," ₹1,899 ","22,420"
"Kiran Kolla,Vishal gupta,Pranav,JS,Palak dadhich,8360101472,Pravin,Rahul M.",B08CHKQ8D4,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,499 ","1,045"
"parvinder singh,Rishikesh Gharge,Mattathil,Chettan,Gautam Chawla,T George,Manindra,Sunil Rawat",B09BW334ML,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls"," ₹1,499 ","4,145"
"Ananya S.,Anirban Pramanick,Aashuthosh,Savita,Amazon Customer,RAJ,Avinash singh,pooja",B082T6GVLJ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,809 ","6,547"
"Pritam Roy,AdyZon,pradeep4uall,purnendu shekhar,Arun,elisha,Shreesha Mokhashi,Viswa Teja",B07DL1KC3H,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹899 ,"1,588"
"Manoj maddheshiya,Manoj Kumar Sahoo,Saumil s.,Jean-Louis M.,Mahesh,syed azhar abbas,prabakaran,Sidhu",B0B6F98KJJ,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹29,999 ","32,840"
"Pratik,Amazon Customer,Abhishek,Derrick Angelsz,Prakhar gupta,Harshal Mehta,Bhanu Vardhan,Rajesh",B07JNVF678,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,"13,120"
"sameer Dubey,virender,Amazon Customer,Jay,Siddharth,Kaveri Pramod,Ravinder yadav,RAKESH SWAIN",B09QGZFBPM,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,"2,806"
"Manav,Adarsh gupta,Sundeep,S.Sayeed Ahmed,jaspreet singh,Khaja moin,Anand,S.ARUMUGAM",B07JGDB5M1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,299 ","24,269"
"AkashP.,Hrishikesh, pune,ROHIT RANJAN ROUT,Sarika Roy,vijay,Dnyanoba Phad,Amazon Customer,Prakash Waghchaure",B0981XSZJ7,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,766
"UtdBuzz,Mukund Nagvenkar,S.R K.,Pruthvi Raj Goud",B0B9XLX8VR,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹65,000 ","3,587"
"Jayesh,Rajesh k.,Soopy,amazon customer,Aman,Shankar,dinesh,Chitra,Ajaybabu.O.M",B08Y5KXR6Z,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹800 ,"24,871"
"Ankit,Rishi Kapoor,Amazon Customer,Chandan Mahato,Sagar Raut,Placeholder,Tapas mitra,Jaya jadhav",B09F6VHQXB,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions"," ₹20,000 ","2,581"
"GHOST,Amazon Customer,A Vase,Mani Jha,Anu B,Ganesh Inguva,Prabhu,Amazon Customer",B0974G5Q2Y,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,"20,850"
"Rishi V,Placeholder,Benoy M.,Kushagra Goyal,Kamlesh Chugh,Manjunath,Priyanka Mukherjee,Krishti jaswani",B09YL9SN9B,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹23,990 ","1,035"
"livin sebi,Anand k.,Rahul Pandita,Fazil Mohamed,Steve,Shivasunhith,Varun Kumar,Advaid Haridas",B09RX1FK54,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,"1,780"
